Date,Abia,Adamawa,Akwa Ibom,Anambra,Bauchi,Bayelsa,Benue,Borno,Cross River,Delta,Ebonyi,Edo,Ekiti,Enugu,FCT,Gombe,Imo,Jigawa,Kaduna,Kano,Katsina,Kebbi,Kogi,Kwara,Lagos,Nassarawa,Niger,Ogun,Ondo,Osun,Oyo,Plateau,Rivers,Sokoto,Taraba,Yobe,Zamfara
03/09/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
03/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
3/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
3/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0
3/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0
3/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0
3/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0
3/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,1,0,0,0,0,0,0
3/23/2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,28,0,0,2,0,0,1,0,0,0,0,0,0
3/24/2020,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,29,0,0,3,0,0,1,0,0,0,0,0,0
3/25/2020,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,32,0,0,3,0,1,1,0,1,0,0,0,0
3/26/2020,0,0,0,0,2,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,44,0,0,3,0,1,1,0,1,0,0,0,0
3/27/2020,0,0,0,0,2,0,0,0,0,0,0,2,1,2,14,0,0,0,0,0,0,0,0,0,52,0,0,3,0,1,3,0,1,0,0,0,0
3/28/2020,0,0,0,0,2,0,1,0,0,0,0,2,1,2,16,0,0,0,1,0,0,0,0,0,59,0,0,3,0,2,7,0,1,0,0,0,0
3/29/2020,0,0,0,0,2,0,1,0,0,0,0,2,1,2,21,0,0,0,1,0,0,0,0,0,68,0,0,3,0,2,7,0,1,0,0,0,0
3/30/2020,0,0,0,0,2,0,1,0,0,0,0,2,1,2,25,0,0,0,3,0,0,0,0,0,81,0,0,3,0,2,8,0,1,0,0,0,0
3/31/2020,0,0,0,0,2,0,1,0,0,0,0,2,1,2,28,0,0,0,3,0,0,0,0,0,82,0,0,4,0,5,8,0,1,0,0,0,0
04/01/2020,0,0,5,0,3,0,1,0,0,0,0,4,2,2,35,0,0,0,4,0,0,0,0,0,91,0,0,4,0,14,8,0,1,0,0,0,0
04/02/2020,0,0,5,0,3,0,1,0,0,0,0,4,2,2,38,0,0,0,4,0,0,0,0,0,98,0,0,4,0,14,8,0,1,0,0,0,0
04/03/2020,0,0,5,0,3,0,1,0,0,0,0,7,2,2,41,0,0,0,4,0,0,0,0,0,109,0,0,4,1,20,9,0,1,0,0,0,0
04/04/2020,0,0,5,0,6,0,1,0,0,0,0,7,2,2,43,0,0,0,4,0,0,0,0,0,109,0,0,4,1,20,9,0,1,0,0,0,0
04/05/2020,0,0,5,0,6,0,1,0,0,0,0,9,2,2,47,0,0,0,5,0,0,0,0,0,120,0,0,4,1,20,9,0,1,0,0,0,0
04/06/2020,0,0,5,0,6,0,1,0,0,0,0,11,2,2,48,0,0,0,5,0,0,0,0,2,120,0,0,4,1,20,9,0,2,0,0,0,0
04/07/2020,0,0,5,0,6,0,1,0,0,1,0,11,2,2,50,0,0,0,5,0,1,0,0,2,130,0,0,4,1,20,11,0,2,0,0,0,0
04/08/2020,0,0,5,0,6,0,1,0,0,1,0,12,2,2,54,0,0,0,5,0,1,0,0,2,145,0,0,4,1,20,11,0,2,0,0,0,0
04/09/2020,0,0,5,0,6,0,1,0,0,2,0,12,2,2,54,0,0,0,5,0,1,0,0,2,158,0,0,4,1,20,11,0,2,0,0,0,0
04/10/2020,0,0,5,1,6,0,1,0,0,2,0,12,2,2,56,0,0,0,5,0,4,0,0,2,163,0,1,7,2,20,11,0,2,0,0,0,0
04/11/2020,0,0,5,1,6,0,1,0,0,3,0,12,2,2,56,0,0,0,5,1,4,0,0,2,174,0,1,7,2,20,11,0,2,0,0,0,0
04/12/2020,0,0,5,1,6,0,1,0,0,3,0,12,2,2,56,0,0,0,6,1,5,0,0,4,176,0,1,7,2,20,11,0,2,0,0,0,0
4/13/2020,0,0,5,1,6,0,1,0,0,3,0,14,2,2,56,0,0,0,6,3,5,0,0,4,189,0,1,9,3,20,11,0,2,0,0,0,0
4/14/2020,0,0,6,1,6,0,1,0,0,3,0,15,2,2,58,0,0,0,6,4,5,0,0,4,214,0,1,9,3,20,11,0,2,0,0,0,0
4/15/2020,0,0,6,1,6,0,1,0,0,4,0,15,2,2,58,0,0,0,6,16,7,0,0,4,232,0,2,9,3,20,11,0,2,0,0,0,0
4/16/2020,0,0,6,1,6,0,1,0,0,4,0,15,2,2,67,0,0,0,6,21,7,0,0,4,251,0,2,9,3,20,13,0,2,0,0,0,0
4/17/2020,0,0,6,1,6,0,1,0,0,4,0,15,3,2,69,0,0,0,6,27,9,0,0,9,283,0,2,10,3,20,15,0,2,0,0,0,0
4/18/2020,0,0,6,1,6,0,1,0,0,4,0,15,3,2,81,0,0,1,6,36,9,0,0,9,306,0,2,12,3,20,16,0,2,0,0,0,0
4/19/2020,0,0,9,1,7,0,1,1,0,4,0,15,3,2,88,0,0,2,6,36,12,0,0,9,376,0,2,12,3,20,16,0,2,0,0,0,0
4/20/2020,2,0,9,1,7,0,1,3,0,4,0,15,4,2,89,5,0,2,9,59,12,0,0,9,376,0,2,12,3,20,16,0,2,1,0,0,0
4/21/2020,2,0,9,1,8,0,1,9,0,4,0,15,4,2,118,5,0,2,9,73,16,0,0,9,430,0,2,20,3,20,16,0,3,1,0,0,0
4/22/2020,2,1,9,1,8,0,1,9,0,6,0,17,4,2,119,5,0,2,9,73,21,0,0,10,504,0,2,24,3,20,17,0,3,1,0,0,0
4/23/2020,2,1,11,1,8,0,1,12,0,6,0,17,4,2,133,9,0,2,9,73,21,0,0,11,582,0,2,29,3,20,17,1,3,1,0,0,0
4/24/2020,2,1,11,1,8,0,1,12,0,6,0,19,4,2,138,30,0,2,10,73,21,0,0,11,657,0,2,35,3,20,18,1,3,2,0,0,2
4/25/2020,2,1,11,1,11,0,1,30,0,6,0,22,8,2,138,30,1,2,10,77,30,0,0,11,689,0,2,35,4,32,18,1,3,2,0,0,2
4/26/2020,2,1,12,1,14,1,1,30,0,6,1,25,8,2,141,35,1,2,15,77,30,1,0,11,731,0,2,35,8,34,21,1,6,10,6,0,2
4/27/2020,2,1,12,1,14,1,1,41,0,6,1,25,8,2,157,37,1,2,15,77,30,1,0,11,764,0,2,35,8,34,21,1,6,10,8,0,2
4/28/2020,2,1,12,1,29,1,1,53,0,7,1,30,8,3,158,46,1,7,15,115,30,1,0,11,844,0,2,50,8,34,21,1,7,19,8,0,4
4/29/2020,2,2,12,1,29,1,1,59,0,7,2,37,8,3,174,64,1,7,32,139,38,1,0,11,931,0,2,50,8,34,21,1,7,27,8,1,4
4/30/2020,2,2,16,1,38,5,1,66,0,9,2,44,8,3,178,76,1,7,35,219,38,2,0,11,976,3,2,56,9,34,23,1,13,36,8,1,4
05/01/2020,2,4,16,1,48,5,1,69,0,17,3,47,11,4,214,92,2,7,35,311,38,2,0,14,1006,7,3,56,13,34,29,1,14,41,8,4,9
05/02/2020,2,4,16,1,53,5,1,75,0,17,5,52,11,8,266,96,2,7,66,313,38,12,0,16,1068,9,3,56,13,36,33,3,14,54,8,13,12
05/03/2020,2,6,16,1,71,5,1,82,0,17,5,52,11,8,278,96,2,7,81,342,46,12,0,16,1107,12,3,80,13,36,34,3,14,66,8,13,12
05/04/2020,2,12,16,1,80,5,2,100,0,17,5,62,12,8,297,96,2,39,81,365,83,12,0,16,1183,11,4,85,13,37,39,3,14,66,8,13,13
05/05/2020,2,14,16,1,83,5,2,106,0,17,5,65,12,8,307,98,2,39,84,397,92,13,0,16,1226,11,4,91,13,37,44,4,14,67,15,13,27
05/06/2020,2,15,16,1,83,5,2,116,0,17,5,65,12,8,316,103,2,39,85,427,95,18,0,16,1308,11,4,95,13,37,52,4,14,85,15,13,46
05/07/2020,2,15,17,1,102,5,2,125,0,17,5,65,12,9,316,109,2,83,92,482,106,18,0,24,1491,11,6,100,13,37,55,5,17,89,15,13,65
05/08/2020,2,15,17,1,117,5,2,142,0,17,7,67,12,10,336,110,3,83,95,547,137,18,0,24,1667,25,6,113,15,38,59,15,21,93,15,13,65
05/09/2020,2,17,17,1,161,5,2,159,0,17,7,67,13,10,343,110,3,83,98,576,156,20,0,30,1764,25,6,115,15,38,64,17,21,96,15,13,65
05/10/2020,2,17,17,1,181,6,2,185,0,17,7,79,15,10,356,112,3,118,98,602,156,24,0,34,1845,25,6,117,15,39,64,19,21,106,15,13,72
05/11/2020,2,21,17,1,182,6,2,186,0,17,7,79,15,10,359,118,3,118,111,666,205,24,0,34,1933,25,6,126,16,39,65,19,22,106,15,13,73
05/12/2020,2,21,17,1,190,6,4,188,0,17,8,88,15,11,360,119,3,118,111,693,208,28,0,44,1990,25,9,127,16,39,69,21,23,108,15,20,73
5/13/2020,2,21,17,2,206,6,4,188,0,22,9,89,15,12,370,119,3,141,114,707,224,31,0,53,2041,28,10,127,18,42,73,20,33,112,17,20,73
5/14/2020,2,21,16,2,207,6,4,191,0,22,9,92,15,12,379,124,7,176,114,753,224,31,0,56,2099,29,10,134,19,42,73,21,33,112,17,32,73
5/15/2020,2,21,16,2,210,6,4,204,0,25,9,93,19,12,386,124,7,191,134,761,239,31,0,58,2278,29,14,145,19,42,76,21,33,112,17,32,73
5/16/2020,2,21,16,5,212,6,5,212,0,25,9,95,19,12,397,124,7,197,138,761,239,31,0,58,2373,31,22,145,19,42,107,21,35,112,17,32,74
5/17/2020,5,21,18,5,215,6,5,215,0,27,9,95,19,12,418,126,7,201,142,825,248,32,0,58,2550,31,22,145,20,42,118,35,51,113,17,32,74
5/18/2020,5,21,18,5,222,6,5,223,0,27,9,108,19,15,422,134,7,201,145,842,281,32,0,65,2624,31,22,153,20,42,137,35,53,113,17,32,76
5/19/2020,5,26,18,5,224,7,5,227,0,27,13,119,19,16,427,136,7,205,152,842,281,32,0,65,2755,34,22,178,20,42,143,50,53,113,17,32,76
5/20/2020,7,26,18,5,224,7,5,235,0,28,13,119,20,16,435,136,7,211,152,847,281,32,0,66,2954,34,22,178,20,42,162,57,79,113,18,32,76
5/21/2020,7,27,18,5,228,7,5,235,0,31,13,144,20,16,446,144,7,225,170,875,303,32,0,66,3093,38,22,183,22,42,190,70,80,113,18,45,76
5/22/2020,7,27,21,6,230,8,5,247,0,31,22,144,20,16,447,145,7,241,179,883,308,32,0,73,3224,38,23,196,23,42,199,71,89,116,18,47,76
5/23/2020,7,27,21,8,232,8,5,250,0,31,22,172,20,18,469,145,7,241,184,883,308,32,0,75,3357,38,26,219,23,42,233,77,89,116,18,47,76
5/24/2020,7,27,24,9,232,11,5,250,0,39,33,191,20,18,505,145,7,241,189,896,308,32,0,79,3505,46,28,231,23,42,240,83,116,116,18,47,76
5/25/2020,7,27,24,10,232,12,5,255,0,46,33,191,20,18,519,148,33,241,189,919,335,32,0,79,3595,46,28,240,23,44,244,95,121,116,18,47,76
5/26/2020,8,27,24,10,233,12,5,256,0,49,36,218,20,18,519,150,33,241,208,923,335,32,0,79,3756,56,28,241,24,44,250,95,157,116,18,47,76
5/27/2020,10,38,35,11,233,12,7,257,0,51,36,240,20,18,519,152,34,241,215,936,358,32,2,85,4012,62,30,242,24,44,252,97,171,116,18,47,76
5/28/2020,10,38,45,11,234,12,7,258,0,57,40,240,20,18,535,154,34,241,221,939,358,33,2,87,4123,62,30,246,24,44,260,99,176,116,18,47,76
5/29/2020,10,38,45,11,236,12,7,264,0,57,40,262,20,18,564,156,34,265,232,942,358,33,2,87,4377,62,30,246,25,44,275,101,190,116,18,49,76
5/30/2020,10,38,45,11,236,12,7,271,0,80,40,284,20,18,616,156,34,270,244,951,364,33,2,87,4755,62,30,259,25,45,280,104,204,116,18,52,76
5/31/2020,10,38,45,11,238,21,7,271,0,83,40,284,20,18,660,161,36,270,258,954,364,33,2,88,4943,62,32,278,25,45,292,105,206,116,18,52,76
06/01/2020,15,42,45,11,240,21,9,288,0,88,40,325,20,18,674,161,39,270,288,958,371,33,2,111,5135,80,33,280,28,45,302,105,239,116,18,52,76
06/02/2020,15,42,45,11,241,21,9,296,0,98,40,336,20,18,687,164,39,274,297,970,371,33,2,111,5277,80,33,280,28,46,317,108,248,116,18,52,76
06/03/2020,15,42,45,12,246,21,13,296,0,106,63,341,25,24,763,169,39,274,297,970,371,33,3,111,5440,88,41,282,33,47,317,109,269,115,18,52,76
06/04/2020,15,42,45,12,256,30,13,322,0,116,80,351,25,24,792,170,47,274,320,980,385,33,3,127,5542,90,41,316,36,47,318,113,290,115,18,52,76
06/05/2020,15,42,45,12,281,30,13,322,0,116,80,364,25,30,862,184,47,282,335,985,385,33,3,127,5663,90,41,329,38,49,334,113,308,115,18,52,76
06/06/2020,16,42,45,29,286,30,13,348,0,148,103,387,25,30,912,201,59,290,337,997,387,35,3,127,5729,104,42,336,40,49,365,113,332,127,18,52,76
06/07/2020,83,42,45,29,291,30,13,356,0,148,103,401,29,30,952,217,68,283,343,999,395,35,3,135,5767,112,44,355,42,49,365,115,332,129,18,52,76
06/08/2020,83,42,45,29,295,30,13,356,0,155,103,429,29,30,986,230,68,283,363,1004,397,35,3,142,5895,112,44,363,42,49,387,120,364,129,18,52,76
06/09/2020,97,42,45,46,364,30,13,367,0,175,152,462,30,30,1012,246,83,309,369,1020,399,41,3,143,6065,113,46,471,46,50,398,128,394,129,18,52,76
06/10/2020,97,42,45,46,374,32,13,381,0,197,152,478,30,35,1097,246,83,309,383,1025,399,43,3,143,6266,127,46,475,50,50,398,130,403,129,18,52,76
06/11/2020,97,42,45,53,392,32,13,381,0,225,152,490,30,35,1097,293,114,314,392,1048,411,47,3,143,6611,128,46,523,54,50,434,130,454,129,18,52,76
06/12/2020,151,42,45,53,402,32,22,423,0,243,152,518,30,39,1162,320,114,314,402,1049,411,50,3,149,6840,132,49,544,62,50,469,148,482,132,18,53,76
06/13/2020,151,42,48,64,410,32,34,425,0,254,162,544,30,51,1212,337,135,317,429,1091,414,54,3,150,7035,141,49,553,63,50,491,148,482,132,18,55,76
06/14/2020,166,42,48,65,410,32,34,438,0,267,162,580,30,57,1247,410,136,317,446,1137,414,57,3,150,7103,172,56,559,64,50,507,156,489,132,18,55,76
06/15/2020,173,42,48,66,422,32,35,439,0,280,162,620,30,57,1264,430,136,317,446,1158,414,66,3,151,7319,177,66,567,72,50,575,168,592,132,18,55,76
06/16/2020,173,42,48,66,430,86,36,445,0,317,162,620,30,76,1324,441,159,317,472,1158,414,66,3,168,7461,177,66,574,82,50,605,168,631,132,18,55,76
06/17/2020,173,42,48,66,430,111,36,457,0,367,162,695,30,93,1391,443,159,317,490,1160,414,67,3,172,7616,177,66,586,89,50,661,186,696,133,18,55,76
06/18/2020,173,42,48,66,438,111,36,464,0,400,234,729,30,95,1451,447,205,317,513,1170,426,67,3,177,7896,178,66,586,105,51,764,186,721,135,18,56,76
06/19/2020,221,42,65,66,447,128,39,465,0,418,234,748,32,126,1489,451,205,317,527,1182,426,67,3,180,8177,181,66,623,128,54,809,207,739,135,18,56,76
06/20/2020,221,42,65,66,447,155,39,466,0,501,234,779,34,126,1549,451,205,317,552,1184,426,67,3,180,8407,184,66,623,134,54,860,220,866,135,18,56,76
06/21/2020,222,45,65,66,464,169,44,468,0,501,234,784,35,144,1567,451,234,317,580,1190,426,67,3,180,8576,184,66,646,134,60,912,251,874,135,18,56,76
06/22/2020,232,45,65,66,467,177,44,476,0,532,264,797,35,144,1583,479,243,317,600,1190,434,67,3,200,8864,193,66,663,154,60,988,253,930,138,18,56,76
